FoldablePackagePolicy,2024090401,,
51900,Y29tLmtha2FvLnN0b3J5,ignoreAppRotation
51901,Y29tLmR1bmFtdS5leGNoYW5nZQ==,ignoreAppRotation
51902,a3IuY28uc2JzLnZpZGVvcGxheWVy,ignoreAppRotation
51903,Y29tLmtiY2FyZC5rYmtvb2ttaW5jYXJk,ignoreAppRotation
51904,Y29tLm9saXZleW91bmc=,ignoreAppRotation
51905,Y29tLnNoaW5oYW5jYXJkLnNtYXJ0c2hpbmhhbg==,ignoreAppRotation
51906,Y29tLmJyYW5kaWNvcnAuYnJhbmRpMw==,ignoreAppRotation
51907,Y29tLmtha2FvcGF5LmFwcA==,ignoreAppRotation
51908,dGVhbURvcHBlbEdhbmdlci5TbWFydGVyU3Vid2F5,ignoreAppRotation
51909,Y29tLndyLmFscmlt,ignoreAppRotation
51910,Y29tLnViaXZlbG94LnV2b3Bob25l,ignoreAppRotation
51911,Y29tLnNtZy5zcGJz,ignoreAppRotation
51912,Y29tLmltYmMubWluaQ==,ignoreAppRotation
51913,a3IuY28uc3JhaWwubmV3YXBw,ignoreAppRotation
51914,bmguc21hcnQuY2FyZA==,ignoreAppRotation
51915,Y29tLnB1Yi5mbQ==,ignoreAppRotation
51916,a3IuY28ua2JzLmtvbmc=,ignoreAppRotation
51917,Y29tLmltY29tcGFueS5zY2hvb2wy,ignoreAppRotation
51918,Y29tLmFwcGdhdGUuZ29yZWFscmE=,ignoreAppRotation
51919,Y29tLmtic3Rhci5zdGFycHVzaA==,ignoreAppRotation
51920,Y29tLmxvdHRlbWFydC5zaG9wcGluZw==,ignoreAppRotation
51921,Y29tLmludGVycGFyay5zaG9w,ignoreAppRotation
51922,Y29tLnN1bmRheXRvei5tb2JpbGUuYW5pcGFuZzIuZ29vZ2xlLmtha2FvLnNlcnZpY2U=,ignoreAppRotation
51923,Y29tLmJ1enpuaS5hbmRyb2lkLnN1YmFwcC5zaG9wcGluZ21vYQ==,ignoreAppRotation
51924,aGFuZGFzb2Z0Lm1vYmlsZS5kaXZpbmF0aW9u,ignoreAppRotation
51925,Y29tLmNoYXJteS5jdXBpc3Q=,ignoreAppRotation
51926,Y29tLmtvbGx1cy5tZWRpYQ==,ignoreAppRotation
51927,d25pLldlYXRoZXJuZXdzVG91Y2guanA=,ignoreAppRotation
51928,anAuY28ucmFrdXRlbl9zZWMuaXNwZWVk,ignoreAppRotation
51929,anAuY28uc2hvZ2FrdWthbi5zdW5kYXlfd2Vicnk=,ignoreAppRotation
51930,Y29tLmJkLm5wcm9qZWN0,ignoreAppRotation
51931,anAuam10eS5hcHAy,ignoreAppRotation
51932,Y29tLm1hY2hpcG9wby5tZWRpYTE3,ignoreAppRotation
51933,anAuY28uc2h1ZWlzaGEubWFuZ2FtZWU=,ignoreAppRotation
51934,Y29tLmNva2UuY29rZW9u,ignoreAppRotation
51935,anAuY28ueWFob28uYW5kcm9pZC55Y2FsZW5kYXI=,ignoreAppRotation
51936,anAuY28uYzJpbmMuZGVlcHNsZWVwLnBva2VtZWRp,ignoreAppRotation
51937,anAuY28ucmVjcnVpdC5hbmRyb2lkLnN1dW1v,ignoreAppRotation
51938,anAuZ2xlZS5naXJs,ignoreAppRotation
51939,Y29tLmd1bm9zeS5hbmRyb2lk,ignoreAppRotation
51940,Y29tLmN5Z2FtZXMuY3ljb21p,ignoreAppRotation
51941,anAuY28ubWF0Y2hpbmdhZ2VudC5jb2NvdHN1cmU=,ignoreAppRotation
51942,Y29tLm5pYW50aWNsYWJzLnBpa21pbg==,ignoreAppRotation
51943,anAuY28ucmFrdXRlbi5wYXk=,ignoreAppRotation
51944,Y29tLmtha2FrdS50YWJlbG9n,ignoreAppRotation
51945,Y29tLnNxdWFyZV9lbml4LmFuZHJvaWRfZ29vZ2xlcGxheS5kcWtlc2hpa2VzaGlqcG4=,ignoreAppRotation
51946,Y29tLnNxdWFyZV9lbml4LmFuZHJvaWRfZ29vZ2xlcGxheS5kcXdhbGtq,ignoreAppRotation
51947,Y29tLkxldmVsNS5ZV1A=,ignoreAppRotation
51948,aXMud2l0aA==,ignoreAppRotation
51949,anAuY28ubGF3c29uLmFuZHJvaWQ=,ignoreAppRotation
51950,anAuY28uc2h1ZWlzaGEueW91bmdqdW1wLmFuZHJvaWQ=,ignoreAppRotation
51951,anAudG9reW9kaXNuZXlyZXNvcnQucG9ydGFsYXBw,ignoreAppRotation
51952,Y29tLmtkZGkuYW5kcm9pZC5uZXdzcGFzcw==,ignoreAppRotation
51953,Y29tLm50dGRvY29tby5hbmRyb2lkLm15ZG9jb21v,ignoreAppRotation
51954,Y29tLmtkZGkuYW5kcm9pZC5zbWFydHBhc3M=,ignoreAppRotation
51955,Y29tLm1pbGRvbS5hbmRyb2lk,ignoreAppRotation
51956,Y29tLm9zaGFyZW1ha2Vy,ignoreAppRotation
51957,Y29tLmJhbmRhaW5hbWNvZW50LmRibGVnZW5kc19qcA==,ignoreAppRotation
51958,anAua29uYW1pLnBhd2FwdXJvYXBw,ignoreAppRotation
51959,Y29tLm1vbmV5Zm9yd2FyZC5hbmRyb2lkLmFwcA==,ignoreAppRotation
51960,Y29tLm50dGRvY29tby5hbmRyb2lkLmRoZWFsdGhjYXJl,ignoreAppRotation
51961,Y29tLnlhbmRleC5icm93c2Vy,ignoreAppRotation
51962,cnUudGlua29mZi5pbnZlc3Rpbmc=,ignoreAppRotation
51963,cnUucm9zdGVs,ignoreAppRotation
51964,cnUuaW5zdGFtYXJ0,ignoreAppRotation
51965,cnUuZGV0bWlyLmRtYm9udXM=,ignoreAppRotation
51966,Y29tLmVkYWRlYWwuYW5kcm9pZA==,ignoreAppRotation
51967,cnUuY2FyZHNtb2JpbGUubXcz,ignoreAppRotation
51968,Y29tLnVtYS5tdXNpY3Zr,ignoreAppRotation
51969,cnUudmt1c3ZpbGw=,ignoreAppRotation
51970,cnUubWVnYWZvbi5tbGs=,ignoreAppRotation
51971,cnUuc3BvcnRtYXN0ZXIuYXBw,ignoreAppRotation
51972,cnUueWFuZGV4LmRpc2s=,ignoreAppRotation
51973,cnUuc3VubGlnaHQuc3VubGlnaHQ=,ignoreAppRotation
51974,cnUucGVyZWtyZXN0b2suYXBw,ignoreAppRotation
51975,cHlhdGVyb2Noa2EuYXBw,ignoreAppRotation
51976,Y29tLmljZW1vYmlsZS5sZW50YS5wcm9k,ignoreAppRotation
51977,cnUudGFuZGVyLm1hZ25pdA==,ignoreAppRotation
51978,Y29tLmthemFuZXhwcmVzcy5rZV9hcHA=,ignoreAppRotation
51979,cnUuZm5zLmxrZmw=,ignoreAppRotation
51980,cnUubGVyb3ltZXJsaW4ubW9iaWxl,ignoreAppRotation
51981,Y29tLmljcS5tb2JpbGUuY2xpZW50,ignoreAppRotation
51982,cnUuYXZpYXNhbGVz,ignoreAppRotation
51983,Z29sZGFwcGxlLnJ1LmdvbGRhcHBsZS5jdXN0b21lcnM=,ignoreAppRotation
51984,cnUuZHJvbS5wZGQuYW5kcm9pZC5hcHA=,ignoreAppRotation
51985,cnUuYmVlbGluZS5zZXJ2aWNlcw==,ignoreAppRotation
51986,cnUubGV0b2JhbmsuUHJvbWV0aGV1cw==,ignoreAppRotation
51987,cnUuYXB0ZWth,ignoreAppRotation
51988,cnUuZ2V0cGhhcm1hLmVhcHRla2E=,ignoreAppRotation
51989,cnUubGVudGEubGVudG9jaGth,ignoreAppRotation
51990,cnUuZG9kb3BpenphLmFwcA==,ignoreAppRotation
51991,cnUucmFpZmZlaXNlbm5ld3M=,ignoreAppRotation
51992,cnUuYWxmYWRpcmVjdC5hcHA=,ignoreAppRotation
51993,Y29tLmZpbmdlcmxhYi53b3JkLmJsb2NrcHV6emxlcw==,ignoreAppRotation
51994,bGltZWhkLnJ1LmN0dg==,ignoreAppRotation
51995,cnUud2ViaW5hci5tb2JpbGU=,ignoreAppRotation
51996,cnUubXRzLm1vbmV5,ignoreAppRotation
51997,cnUuZ2F6cHJvbWJhbmsuYW5kcm9pZC5tb2JpbGViYW5rLmFwcA==,ignoreAppRotation
51998,cnUuYWx0YXJpeC5tb3MucGd1,ignoreAppRotation
51999,Y29tLmNhcnNoZXJpbmc=,ignoreAppRotation
52000,cnUueDUucGVyZWtyZXN0b2suZGFya3N0b3Jl,ignoreAppRotation
52001,cnUuczcuYW5kcm9pZA==,ignoreAppRotation
52002,cnUubWFnbml0LmV4cHJlc3MuYW5kcm9pZA==,ignoreAppRotation
52003,cnUubGV0dQ==,ignoreAppRotation
52004,cnUuc2VyZWJyeWFrb3Zhcy5sdWtvaWxtb2JpbGVhcHA=,ignoreAppRotation
52005,cnUuc3RhcnQuYW5kcm9pZG1vYmlsZQ==,ignoreAppRotation
52006,Y29tLmVkdWNhdGlvbi5hbmRyb2lkLmguaW50ZWxsaWdlbmNl,ignoreAppRotation
52007,Y29tLmJpZy5iaWtlbGlmZQ==,ignoreAppRotation
52008,Y29tLmZ1bGxzZW5kZXJzLnNlbmRpdA==,ignoreAppRotation
52009,Y29tLnZvZ2dhbWVzLmFydG1hc3Rlcg==,ignoreAppRotation
52010,Y29tLnNrLmJhYnltYXRjaA==,ignoreAppRotation
52011,Y29tLkJhbmRpdEJlYXJzLlpvb21PdXQzRA==,ignoreAppRotation
52012,Y29tLmRldGVjdGl2ZS5tZA==,ignoreAppRotation
52013,Y29tLmNyZWRpdGthcm1hLm1vYmlsZQ==,ignoreAppRotation
52014,Y29tLmRkLmRvb3JkYXNo,ignoreAppRotation
52015,Y29tLmRvb3JkYXNoLmRyaXZlcmFwcA==,ignoreAppRotation
52016,Y29tLmhyYmxvY2suYmxvY2ttb2JpbGU=,ignoreAppRotation
52017,Y29tLmV4cGVyaWFuLmFuZHJvaWQ=,ignoreAppRotation
52018,Y29tLnVsdGE=,ignoreAppRotation
52019,Y29tLndpbGxpYW1oaWxsLnVzLm5qLnNwb3J0cw==,ignoreAppRotation
52020,bmV0d29yay54eW8uY29pbg==,ignoreAppRotation
52021,Y29tLmVzcG4uZmFudGFzeS5sbS5mb290YmFsbA==,ignoreAppRotation
52022,Y29tLnNhZmV3YXkuY2xpZW50LmFuZHJvaWQuc2FmZXdheQ==,ignoreAppRotation
52023,Y29tLmFhYXVkaS53b3JkbWFrZXI=,ignoreAppRotation
52024,Y28udGFwY2FydC5hcHAubnBRdDBEWFpwag==,ignoreAppRotation
52025,Y29tLnZpemlvLnZ1ZS5sYXVuY2hlcg==,ignoreAppRotation
52026,Y29tLm1laWplci5tb2JpbGUubWVpamVy,ignoreAppRotation
52027,Y29tLnp5bmdhLndvcmRz,ignoreAppRotation
52028,Y29tLmNvbWNhc3QuY3ZzLmFuZHJvaWQ=,ignoreAppRotation
52029,d29yZGNyb3NzLndvcmRzY2FwZXMud29yZGNvbm5lY3QubG90cy5mcmVl,ignoreAppRotation
52030,YWUuYWRtZWRpYS5BRE1DU3BvcnQ=,ignoreAppRotation
52031,YWUuZ292LmFkbm9j,ignoreAppRotation
52032,YXBwLmFsYW5zYXJp,ignoreAppRotation
52033,Y29tLmJpdG9hc2lz,ignoreAppRotation
52034,YWUuYnJhbmRzZm9ybGVzcy5hbmRyb2lk,ignoreAppRotation
52035,Y29tLm1lbmEuY3VzdG9tZXI=,ignoreAppRotation
52036,Y29tLmNhcmVlbS5hY21h,ignoreAppRotation
52037,Y29tLmNhcnMyNC51YWV1c2VkY2Fycw==,ignoreAppRotation
52038,Y29tLmNhcnRsb3cuYW5kcm9pZA==,ignoreAppRotation
52039,Y29tLnBheWJ5LmFuZHJvaWQuY2FzaG5vdw==,ignoreAppRotation
52040,Y29tLmNiZC5tb2JpbGU=,ignoreAppRotation
52041,Y29tLmhrZnVsaWFvLmNoYW1ldA==,ignoreAppRotation
52042,bWFpbi5DbGljRmx5ZXI=,ignoreAppRotation
52043,Y29tLmlzLmNvcmUuYXBw,ignoreAppRotation
52044,YWUuZGFtYW5oZWFsdGguZGFtYW4=,ignoreAppRotation
52045,YWUuZ292LmRoYS5mbGFnc2hpcA==,ignoreAppRotation
52046,Y29tLmRpYi5hcHA=,ignoreAppRotation
52047,ZHVsZWFmLmR1YXBwLnNwbGFzaA==,ignoreAppRotation
52048,Y29tLmx1ZGFzaGkuZHVhbHNwYWNl,ignoreAppRotation
52049,Y29tLmR1YmFpcG9saWNlLmFwcA==,ignoreAppRotation
52050,Y29tLmRlZy5tZHViYWk=,ignoreAppRotation
52051,Y29tLmR1Yml6emxlLmhvcml6b250YWw=,ignoreAppRotation
52052,Y29tLmV4cG8yMDIwZHViYWkuYW5kcm9pZA==,ignoreAppRotation
52053,YWUuZmlyc3Rjcnkuc2hvcHBpbmcucGFyZW50aW5n,ignoreAppRotation
52054,YWUuaHNiYy5oc2JjdWFl,ignoreAppRotation
52055,Y29tLmlrZWEuYWxmdXR0YWltLnN0b3Jl,ignoreAppRotation
52056,b3JnLmdldGxhbnRlcm4ubGFudGVybg==,ignoreAppRotation
52057,Y29tLmxpZmVwaGFybWFjeS5hcHBsaWNhdGlvbg==,ignoreAppRotation
52058,Y29tLnN1cGVya2luZy5sdWRvLnN0YXI=,ignoreAppRotation
52059,Y29tLmFzd2F0LmNhcnJlZm91cnVhZQ==,ignoreAppRotation
52060,YWUuZXdpbmdzLm1haHpvb3o=,ignoreAppRotation
52061,Y29tLm1vZGFuaXNh,ignoreAppRotation
52062,Y29tLkV0aXNhbGF0LkVUSURB,ignoreAppRotation
52063,c2hvcC5uZXN0by5lY29tbWVyY2U=,ignoreAppRotation
52064,Y29tLm5vb24ubm93bm93,ignoreAppRotation
52065,Y29tLm9sb3Zwbi5hcHA=,ignoreAppRotation
52066,YWUucGF5YnkuYW5kcm9pZC5zYWxhZGlu,ignoreAppRotation
52067,YWUucHJvcGVydHlmaW5kZXIucHJvcGVydHlmaW5kZXI=,ignoreAppRotation
52068,Y29tLm1pcmVvLnJ0YXNtYXJ0ZHJpdmU=,ignoreAppRotation
52069,Y29tLmZhc3QuZnJlZS51bmJsb2NrLnNlY3VyZS52cG4=,ignoreAppRotation
52070,Y29tLnNlY3VyZXdlYg==,ignoreAppRotation
52071,YWUuZXRpc2FsYXQuc21pbGVz,ignoreAppRotation
52072,Y29tLmxpdmUuc291bGNoaWxs,ignoreAppRotation
52073,YWJ1ZGhhYmkudGFtbS5saXZl,ignoreAppRotation
52074,Y29tLnRoZWVudGVydGFpbmVybWUuZW50ZXJ0YWluZXI=,ignoreAppRotation
52075,Y29tLmNhcGl0YWwudHJhZGluZw==,ignoreAppRotation
52076,Y29tLmVjaGFubmVscy5tb2lzbWFydHNlcnZpY2Vz,ignoreAppRotation
52077,Y29tLnVjLmJyb3dzZXIuZW4=,ignoreAppRotation
52078,YXBwLnZhdmEudnBu,ignoreAppRotation
52079,Y29tLmtha2FvLnllbGxvd2lk,ignoreAppRotation
52080,Y29tLmVuY2FyLmVuY2FyTW9iaWxlQXBw,ignoreAppRotation
52081,Y29tLm5obi5hbmRyb2lkLm5hdmVyY2FmZQ==,ignoreAppRotation
60000,bmV0Lndvb2dhLmp1bmVzX2pvdXJuZXlfaGlkZGVuX29iamVjdF9teXN0ZXJ5X2dhbWU=,allowMultiWindow
60001,bmV0Lmxvdm9vLmFuZHJvaWQ=,allowMultiWindow
60002,Y29tLmhuc21hbGw=,allowMultiWindow
60003,Y29tLmxvdHRlbWVtYmVycy5hbmRyb2lk,allowMultiWindow
60004,Y29tLnN0cmF2YQ==,allowMultiWindow
60005,Y29tLnN0YXJidWNrcy5tb2JpbGVjYXJk,allowMultiWindow
60006,b3JnLmlnZ3ltZWRpYS5wZXJpb2R0cmFja2Vy,allowMultiWindow
60007,Y29tLmt0Yi5jdXN0b21lci5xcg==,allowMultiWindow
60008,Y29tLlVDTW9iaWxlLmludGw=,allowMultiWindow
60009,Y29tLm91dGZpdDcudGFsa2luZ3RvbWdvbGRydW4=,allowMultiWindow
60010,Y29tLmFzcGlyby50aWRhbA==,allowMultiWindow
60011,Y29tLmxpbGl0aGdhbWUucm9jLmdw,allowMultiWindow
60012,Y29tLnNob3BpZnkuYXJyaXZl,allowMultiWindow
60013,Y29tLmxlbm92by5hbnlzaGFyZS5ncHM=,allowMultiWindow
60014,anAuZ29jcm8uc21hcnRuZXdzLmFuZHJvaWQ=,allowMultiWindow
60015,Y29tLmZ1c2lvbm1lZGlhLmludmVzdGluZw==,allowMultiWindow
60016,b3JnLnp3YW5vby5hbmRyb2lkLnNwZWVkdGVzdA==,allowMultiWindow
60017,Y29tLmZpdGJpdC5GaXRiaXRNb2JpbGU=,allowMultiWindow
60018,Y29tLmdvdG9rZWVwLmtlZXA=,allowMultiWindow
60019,Y29tLmN0Zy5pdHJkYy5jbG91ZGRlc2s=,allowMultiWindow
60020,Y29tLm5ldGVhc2UuY2xvdWRtdXNpYw==,allowMultiWindow
70001,Y29tLmh1bHUucGx1cw==,flexPanelDefault
70002,aW4uc3RhcnR2LmhvdHN0YXI=,flexPanelDefault
70003,Y29tLnJva3UucmVtb3Rl,flexPanelDefault
70004,Y29tLnNvdW5kY2xvdWQuYW5kcm9pZA==,flexPanelDefault
70005,Y29tLmNpc2NvLnd4Mi5hbmRyb2lk,flexPanelDefault
70006,Y29tLnRlbmNlbnQud2VtZWV0LmFwcA==,flexPanelDefault
70008,Y24uY250dg==,flexPanelDefault,fold
70009,Y29tLmNtY2MuY212aWRlbw==,flexPanelDefault,fold
70010,Zm0ucWluZ3RpbmcuY3VzdG9taXplLnNhbXN1bmc=,flexPanelDefault,flip
70011,Y29tLmNjdHYueWFuZ3NoaXBpbi5hcHAuYW5kcm9pZHA=,flexPanelDefault,fold
70012,Y29tLmRhaWx5eW9nYS5jbg==,flexPanelDefault,fold
70013,Y29tLmdvdG9rZWVwLmtlZXA=,flexPanelDefault
70014,Y29tLnRlbmNlbnQubW9iaWxlcXE=,flexPanelDefault,flip
70015,Y29tLnpob25nZHVvbWVpLnJybWouc29jaWV0eQ==,flexPanelDefault,fold
70016,Y29tLnNzLmFuZHJvaWQuYXJ0aWNsZS5uZXdz,flexPanelDefault,fold
70017,Y29tLnNzLmFuZHJvaWQuYXJ0aWNsZS52aWRlbw==,flexPanelDefault,fold
70018,Y29tLnNzLmFuZHJvaWQuYXJ0aWNsZS5saXRl,flexPanelDefault,fold
70019,Y29tLnN1cC5hbmRyb2lkLnN1cGVyYg==,flexPanelDefault,fold
70020,Y24ueGlhb2NodWFua2VqaS50aWViYQ==,flexPanelDefault,fold
70021,Y29tLm5ldGVhc2UuY2xvdWRtdXNpYw==,flexPanelDefault,flip
70022,Y24ua3V3by5wbGF5ZXI=,flexPanelDefault,flip
70023,Y21jY3dtLm1vYmlsZW11c2lj,flexPanelDefault,flip
80000,Y29tLmNvbnRleHRsb2dpYy53aXNoIGNvbS5jb250ZXh0bG9naWMud2lzaC5hY3Rpdml0eS5icm93c2UuQnJvd3NlQWN0aXZpdHkgKg==,splitActivity
80001,Y29tLnp6a2tvIGNvbS56emtrby5idXNzaW5lc3MubG9naW4udWkuTWFpblRhYnNBY3Rpdml0eSAq,splitActivity
80002,Y29tLndlbWFrZXByaWNlIGNvbS53ZW1ha2VwcmljZS5NYWluVGFiQWN0aXZpdHkgKg==,splitActivity
80003,Y29tLm5obi5hbmRyb2lkLm5hdmVyY2FmZSBjb20ubmhuLmFuZHJvaWQubmF2ZXJjYWZlLmZlYXR1cmUuc2VjdGlvbi5Ib21lQWN0aXZpdHkgKg==,splitActivity
80004,Y29tLnRtb24gY29tLnRtb24ubWFpbi5NYWluQWN0aXZpdHkgKg==,splitActivity
80006,Y29tLndoYXRzYXBwLnc0YiBjb20ud2hhdHNhcHAuSG9tZUFjdGl2aXR5ICo=,splitActivity
80007,Y29tLmNvdXBhbmcubW9iaWxlIGNvbS5jb3VwYW5nLm1vYmlsZS5kb21haW4uaG9tZS5wcmVzZW50YXRpb24udmlldy5NYWluQWN0aXZpdHkgKg==,splitActivity
80008,anAubmF2ZXIubGluZS5hbmRyb2lkIGpwLm5hdmVyLmxpbmUuYW5kcm9pZC5hY3Rpdml0eS5tYWluLk1haW5BY3Rpdml0eSAq,splitActivity
80009,Y29tLnd1YmEgY29tLnd1YmEuaG9tZS5hY3Rpdml0eS5Ib21lQWN0aXZpdHkgKg==,splitActivity
80010,Y29tLmViYXkua3IuZ21hcmtldCBjb20uZWJheS5rci5nbWFya2V0LmVCYXlLb3JlYUdtYXJrZXRBY3Rpdml0eSAq,splitActivity
80011,Y29tLmViYXkua3IuYXVjdGlvbiBjb20uZWJheS5rci5hdWN0aW9uLmVCYXlLb3JlYUF1Y3Rpb25BY3Rpdml0eSAq,splitActivity
80012,Y29tLnNkcy5teXNpbmdsZXNxdWFyZSBjb20uc2RzLm15c2luZ2xlc3F1YXJlLm1haW4uYWN0aXZpdHkuTWFpbkFjdGl2aXR5ICo=,splitActivity
80013,Y29tLnNpbmEud2VpYm8gY29tLnNpbmEud2VpYm8uTWFpblRhYkFjdGl2aXR5ICo=,splitActivity
80014,Y29tLmFjaGlldm8udmlwc2hvcCBjb20uYWNoaWV2by52aXBzaG9wLmhvbWVwYWdlLmFjdGl2aXR5Lk1haW5BY3Rpdml0eSAq,splitActivity
80015,Y29tLnpoaWh1LmFuZHJvaWQgY29tLnpoaWh1LmFuZHJvaWQuYXBwLnVpLmFjdGl2aXR5Lk1haW5BY3Rpdml0eSAq,splitActivity
80016,Y29tLmltbW9tby5tb21vIGNvbS5pbW1vbW8ubW9tby5tYWludGFiLk1haW50YWJBY3Rpdml0eSAq,splitActivity
80017,Y29tLmp2LnNhbXN1bmdlc2hvcCBjb20uanYuc2Ftc3VuZ2VzaG9wLnVpLk1haW5BY3Rpdml0eSAq,splitActivity
80018,Y29tLnRhb2Jhby5ldGFvIGNvbS50YW9iYW8uZXRhby5hcHAuaG9tZS52aWV3Lk5ld0hvbWVBY3Rpdml0eSAq,splitActivity
80019,Y29tLm5ldGVhc2UuZ2wgY29tLm5ldGVhc2UuZ2wudWkuYWN0aXZpdHkud2VsY29tZS5XZWxjb21lQWN0aXZpdHkgKg==,splitActivity
80020,Y29tLnNlY29vIGNvbS5zZWNvby5hcHAubXZwLnVpLmFjdGl2aXR5Lk1haW5BY3Rpdml0eSAq,splitActivity
80021,Y29tLnNzLmFuZHJvaWQuYXJ0aWNsZS5uZXdzIGNvbS5zcy5hbmRyb2lkLmFydGljbGUubmV3cy5hY3Rpdml0eS5NYWluQWN0aXZpdHkgKg==,splitActivity
80022,Y29tLm5ldGVhc2UubmV3c3JlYWRlci5hY3Rpdml0eSBjb20ubmV0ZWFzZS5uci5waG9uZS5tYWluLk1haW5BY3Rpdml0eSAq,splitActivity
80023,Y29tLmRyYWdvbi5yZWFkIGNvbS5kcmFnb24ucmVhZC5wYWdlcy5tYWluLk1haW5GcmFnbWVudEFjdGl2aXR5ICo=,splitActivity
80024,Y29tLmNoYW94aW5nLm1vYmlsZSBjb20uY2hhb3hpbmcubW9iaWxlLm1haW4udWkuTWFpblRhYkFjdGl2aXR5ICo=,splitActivity
80025,Y29tLnhzLmZtIGNvbS5kcmFnb24ucmVhZC5wYWdlcy5tYWluLk1haW5GcmFnbWVudEFjdGl2aXR5ICo=,splitActivity
80026,Y29tLnd1YmEgY29tLnd1YmEuaG91c2Vjb21tb24ubGlzdC5hY3Rpdml0eS5Ib3VzZUluZm9MaXN0RnJhZ21lbnRBY3Rpdml0eSAq,splitActivity
80027,Y29tLnhpbmdpbi54aHMgY29tLnhpbmdpbi54aHMuaW5kZXgudjIuSW5kZXhBY3Rpdml0eVYyICo=,splitActivity
80029,Y29tLmRpYW5waW5nLnYxIGNvbS5kaWFucGluZy52MS5Ob3ZhTWFpbkFjdGl2aXR5ICo=,splitActivity
80030,Y29tLnRlbmNlbnQubmV3cyBjb20udGVuY2VudC5uZXdzLmFjdGl2aXR5LlNwbGFzaEFjdGl2aXR5ICo=,splitActivity
80031,Y29tLnd1YmEgY29tLnd1YmEuaG91c2Vjb21tb24uY2F0ZWdvcnkuYWN0aXZpdHkuSG91c2VDYXRlZ29yeUxpc3RGcmFnbWVudEFjdGl2aXR5ICo=,splitActivity
80032,Y29tLnh1bm1lbmcucGluZHVvZHVvIGNvbS54dW5tZW5nLnBpbmR1b2R1by51aS5hY3Rpdml0eS5Ib21lQWN0aXZpdHkgKg==,splitActivity
80033,Y29tLmZhbmxpLmFuZHJvaWQuZmFucyBjb20uZmFubGkuYW5kcm9pZC5tb2R1bGUubWFpbi5hY3Rpdml0eS5QYW5vTWFpbkFjdGl2aXR5ICo=,splitActivity
80034,Y29tLmFuanVrZS5hbmRyb2lkLmFwcCBjb20uYW5qdWtlLmFuZHJvaWQuYXBwLm1haW5tb2R1bGUuY29tbW9uLmFjdGl2aXR5Lk1haW5UYWJQYWdlQWN0aXZpdHkgKg==,splitActivity
80035,Y29tLmp6enMuUGFyZW50c0hlbHBlciBjb20uanp6cy5QYXJlbnRzSGVscGVyLk1haW5BY3Rpdml0eSAq,splitActivity
80036,Y29tLnRlbmNlbnQuYW5kcm9pZHFxbWFpbCBjb20udGVuY2VudC5xcW1haWwuZnJhZ21lbnQuYmFzZS5NYWlsRnJhZ21lbnRBY3Rpdml0eSAq,splitActivity
80037,Y29tLmRvdWJhbi5mcm9kbyBjb20uZG91YmFuLmZyb2RvLnNlYXJjaC5hY3Rpdml0eS5OZXdTZWFyY2hBY3Rpdml0eSAq,splitActivity
80038,Y29tLmRvdWJhbi5mcm9kbyBjb20uZG91YmFuLmZyb2RvLmdyb3VwLmFjdGl2aXR5Lkdyb3VwRGV0YWlsQWN0aXZpdHkgKg==,splitActivity
80039,Y29tLmRvdWJhbi5mcm9kbyBjb20uZG91YmFuLmZyb2RvLmFjdGl2aXR5LkJyb3dzaW5nSGlzdG9yeUFjdGl2aXR5ICo=,splitActivity
80040,Y29tLnd1YmEgY29tLnd1YmEuam9iLmFjdGl2aXR5LkpvYkNhdGVnb3J5RnJhZ21lbnRBY3Rpdml0eSAq,splitActivity
80041,Y29tLnd1YmEgY29tLnd1YmEucGFydHRpbWUucGFydHRpbWUuUGFydFRpbWVIb21lTmV3QWN0aXZpdHkgKg==,splitActivity
80042,Y29tLnd1YmEgY29tLnd1YmEuaHlicmlkLkNvbW1vbldlYkFjdGl2aXR5ICo=,splitActivity
80043,Y29tLnd1YmEgY29tLnd1YmEuY2FyLmFjdGl2aXR5LkNhckNhdGVnb3J5RnJhZ21lbnRBY3Rpdml0eSAq,splitActivity
80044,Y29tLnd1YmEgY29tLnd1YmEuaHVhbmd5ZS5jYXRlLkh1YW5nWWVKWkNhdGVnb3J5QWN0aXZpdHkgKg==,splitActivity
80045,Y29tLnd1YmEgY29tLnd1YmEuYW5qdWtlbGliLmhvbWUuTmV3SG91c2VIb21lQWN0aXZpdHkgKg==,splitActivity
80046,Y29tLnd1YmEgY29tLnd1YmEucm4uUk5BY3Rpdml0eSAq,splitActivity
80047,Y29tLnd1YmEgY29tLnd1YmEuYWN0aXZpdHkubW9yZS5Nb3JlTWFpbkFjdGl2aXR5ICo=,splitActivity
80048,Y29tLnh1bm1lbmcucGluZHVvZHVvIGNvbS54dW5tZW5nLnBpbmR1b2R1by5hY3Rpdml0eS5OZXdQYWdlQWN0aXZpdHkgKg==,splitActivity
80049,Y29tLmp2LnNhbXN1bmdlc2hvcCBjb20uanYuc2Ftc3VuZ2VzaG9wLnVpLmdlbmVyYWwuU2V0dGluZ3NBY3Rpdml0eSAq,splitActivity
80050,Y29tLmFjaGlldm8udmlwc2hvcCBjb20uYWNoaWV2by52aXBzaG9wLmhvbWVwYWdlLmFjdGl2aXR5Lk5ld01lbnVDaGFubmVsQWN0aXZpdHkgKg==,splitActivity
